TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2018,4,7,16,30,12XX W GEORGIA ST,Central Business District,490844.865,5459430.844
Break and Enter Commercial,2018,1,22,0,0,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.872
Break and Enter Commercial,2018,9,13,5,11,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.355
Break and Enter Commercial,2018,10,25,20,47,13XX BARCLAY ST,West End,490447.6802,5459259.502
Break and Enter Commercial,2018,2,28,1,7,13XX BURNABY ST,West End,490044.1838,5458881.951
Break and Enter Commercial,2018,1,20,23,0,13XX BURNABY ST,West End,490063.4386,5458863.366
Break and Enter Commercial,2018,6,10,0,5,13XX BUTE ST,West End,490082.5426,5458576.365
Break and Enter Commercial,2018,6,7,4,15,13XX BUTE ST,West End,490171.0339,5458653.421
Break and Enter Commercial,2018,7,28,18,30,13XX CARTWRIGHT ST,Fairview,490186.2044,5457476.785
Break and Enter Commercial,2018,6,27,4,0,13XX CARTWRIGHT ST,Fairview,490206.1468,5457470.557
Break and Enter Commercial,2018,12,16,18,0,13XX COMMERCIAL DR,Grandview-Woodland,494932.1138,5457720.148
Break and Enter Commercial,2018,1,10,18,0,13XX COMMERCIAL DR,Grandview-Woodland,494933.5061,5457792.371
Break and Enter Commercial,2018,3,16,8,54,13XX COMMERCIAL DR,Grandview-Woodland,494941.4819,5457731.684
Break and Enter Commercial,2018,10,5,0,0,13XX COMOX ST,West End,490295.7377,5459109.33
Break and Enter Commercial,2018,1,3,19,0,13XX DAVIE ST,West End,490162.3032,5458923.047
Break and Enter Commercial,2018,1,21,3,0,13XX E 2ND AVE,Grandview-Woodland,494440.2806,5457339.041
Break and Enter Commercial,2018,3,9,21,34,13XX E 3RD AVE,Grandview-Woodland,494429.1135,5457239.092
Break and Enter Commercial,2018,5,11,0,1,13XX E 3RD AVE,Grandview-Woodland,494429.1135,5457239.092
Break and Enter Commercial,2018,2,1,9,13,13XX E 8TH AVE,Grandview-Woodland,494401.9637,5456727.444
Break and Enter Commercial,2018,4,19,4,54,13XX E 8TH AVE,Grandview-Woodland,494456.6016,5456726.551
Break and Enter Commercial,2018,4,16,17,0,13XX E GEORGIA ST,Grandview-Woodland,494441.1591,5458419.87
Break and Enter Commercial,2018,4,28,0,58,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2018,8,1,16,46,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2018,8,4,18,0,13XX E KENT AVE S,Sunset,494211.7802,5450678.64
Break and Enter Commercial,2018,8,26,18,30,13XX FRANCES ST,Grandview-Woodland,494392.5692,5458531.058
Break and Enter Commercial,2018,8,29,17,0,13XX FRANCES ST,Grandview-Woodland,494392.5692,5458531.058
Break and Enter Commercial,2018,11,6,13,14,13XX GLEN DR,Strathcona,494078.8417,5457787.616
Break and Enter Commercial,2018,12,7,21,0,13XX GRANDVIEW HWY N,Grandview-Woodland,494499.1819,5457000.172
Break and Enter Commercial,2018,2,21,21,30,13XX GRANVILLE ST,Central Business District,490703.5918,5458147.234
Break and Enter Commercial,2018,12,12,4,35,13XX HARO ST,West End,490559.2945,5459301.04
Break and Enter Commercial,2018,1,19,22,0,13XX HARWOOD ST,West End,489967.0785,5458817.742
Break and Enter Commercial,2018,8,17,16,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Break and Enter Commercial,2018,9,13,8,40,13XX HOMER ST,Central Business District,490884.6307,5457917.275
Break and Enter Commercial,2018,1,13,15,0,13XX HORNBY ST,Central Business District,490494.7193,5458221.529
Break and Enter Commercial,2018,1,18,8,0,13XX HORNBY ST,Central Business District,490508.6099,5458235.245
Break and Enter Commercial,2018,1,20,22,0,13XX JERVIS ST,West End,490050.2401,5458757.811
Break and Enter Commercial,2018,6,21,2,48,13XX NANAIMO ST,Hastings-Sunrise,495888.2912,5457760.597
Break and Enter Commercial,2018,5,5,3,59,13XX NANAIMO ST,Hastings-Sunrise,495888.6152,5457823.439
Break and Enter Commercial,2018,7,7,1,18,13XX NANAIMO ST,Hastings-Sunrise,495888.6152,5457823.439
Break and Enter Commercial,2018,10,23,2,47,13XX PENDRELL ST,West End,490213.4086,5459026.036
Break and Enter Commercial,2018,9,19,21,0,13XX PENDRELL ST,West End,490228.494,5459010.889
Break and Enter Commercial,2018,5,14,8,28,13XX RAILSPUR ALLY,Fairview,490249.2953,5457512.878
Break and Enter Commercial,2018,1,3,9,0,13XX RICHARDS ST,Central Business District,490738.7988,5457902.236
Break and Enter Commercial,2018,10,15,4,33,13XX RICHARDS ST,Central Business District,490749.8422,5457913.102
Break and Enter Commercial,2018,2,19,3,42,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Break and Enter Commercial,2018,2,23,12,29,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Break and Enter Commercial,2018,3,10,12,28,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Break and Enter Commercial,2018,2,3,3,32,13XX ROBSON ST,West End,490579.5052,5459435.58
Break and Enter Commercial,2018,6,10,11,57,13XX ROBSON ST,West End,490579.5052,5459435.58
Break and Enter Commercial,2018,2,4,3,55,13XX ROBSON ST,West End,490646.3226,5459368.937
Break and Enter Commercial,2018,4,12,16,49,13XX ROLSTON ST,Central Business District,490735.2931,5458092.439
Break and Enter Commercial,2018,12,13,0,50,13XX SE MARINE DR,Sunset,494134.5909,5450916.029
Break and Enter Commercial,2018,5,19,7,3,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2018,10,10,21,37,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2018,10,27,5,37,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2018,12,8,3,24,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2018,10,25,5,50,13XX VENABLES ST,Grandview-Woodland,494463.6665,5458228.516
Break and Enter Commercial,2018,9,1,23,0,13XX W 11TH AVE,Fairview,490207.1,5456554.383
Break and Enter Commercial,2018,1,31,13,55,13XX W 12TH AVE,Fairview,490190.8459,5456445.116
Break and Enter Commercial,2018,2,2,3,53,13XX W 12TH AVE,Fairview,490190.8459,5456445.116
Break and Enter Commercial,2018,3,3,2,15,13XX W 4TH AVE,Fairview,490171.2445,5457085.919
Break and Enter Commercial,2018,1,5,7,3,13XX W BROADWAY AVE,Fairview,490213.1361,5456765.466
Break and Enter Commercial,2018,6,10,17,59,13XX W BROADWAY AVE,Fairview,490213.1361,5456765.466
Break and Enter Commercial,2018,6,21,4,7,13XX W BROADWAY AVE,Fairview,490229.4103,5456755.865
Break and Enter Commercial,2018,1,5,18,0,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Break and Enter Commercial,2018,1,30,4,13,13XX W GEORGIA ST,West End,490750.707,5459511.41
Break and Enter Commercial,2018,4,16,17,0,13XX WILLIAM ST,Grandview-Woodland,494453.4934,5457916.696
Break and Enter Commercial,2018,2,17,1,0,14XX BARCLAY ST,West End,490377.0345,5459328.898
Break and Enter Commercial,2018,11,15,7,25,14XX BEACH AVE,West End,489851.882,5458775.037
Break and Enter Commercial,2018,1,24,19,30,14XX BURRARD ST,Central Business District,490290.355,5458175.476
Break and Enter Commercial,2018,7,13,6,36,14XX CARTWRIGHT ST,Fairview,490106.5517,5457539.966
Break and Enter Commercial,2018,9,14,20,0,14XX COMMERCIAL DR,Grandview-Woodland,494940.8019,5457693.82
Break and Enter Commercial,2018,1,19,17,0,14XX CONNAUGHT DR,Shaughnessy,489971.1505,5454747.045
Break and Enter Commercial,2018,10,16,18,0,14XX CONNAUGHT DR,Shaughnessy,489971.1505,5454747.045
Break and Enter Commercial,2018,3,5,17,0,14XX CYPRESS ST,Kitsilano,489245.8822,5457844.195
Break and Enter Commercial,2018,3,24,11,32,14XX E 15TH AVE,Kensington-Cedar Cottage,494508.3941,5455977.701
Break and Enter Commercial,2018,6,2,13,54,14XX E 17TH AVE,Kensington-Cedar Cottage,494491.1041,5455846.158
Break and Enter Commercial,2018,7,24,1,18,14XX E 2ND AVE,Grandview-Woodland,494542.7171,5457337.826
Break and Enter Commercial,2018,8,23,10,0,14XX E 57TH AVE,Victoria-Fraserview,494394.9161,5451703.26
Break and Enter Commercial,2018,12,15,6,15,14XX E BROADWAY AVE,Grandview-Woodland,494607.759,5456629.378
Break and Enter Commercial,2018,12,31,16,6,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494612.1883,5455088.252
Break and Enter Commercial,2018,7,6,16,0,14XX E PENDER ST,Grandview-Woodland,494543.7674,5458627.314
Break and Enter Commercial,2018,9,5,1,4,14XX FRANCES ST,Grandview-Woodland,494579.5488,5458517.999
Break and Enter Commercial,2018,4,23,8,2,14XX FRANCES ST,Grandview-Woodland,494590.2771,5458526.921
Break and Enter Commercial,2018,10,1,3,16,14XX FRANCES ST,Grandview-Woodland,494592.227,5458517.734
Break and Enter Commercial,2018,11,18,4,31,14XX FRANCES ST,Grandview-Woodland,494592.227,5458517.734
Break and Enter Commercial,2018,11,16,17,30,14XX GRANT ST,Grandview-Woodland,494574.6581,5457631.206
Break and Enter Commercial,2018,12,14,9,35,14XX GRANT ST,Grandview-Woodland,494574.6581,5457631.206
Break and Enter Commercial,2018,6,10,18,45,14XX GRANVILLE ST,Central Business District,490506.794,5457965.452
Break and Enter Commercial,2018,6,26,3,49,14XX GRANVILLE ST,Central Business District,490524.4017,5457970.219
Break and Enter Commercial,2018,8,26,1,23,14XX GRANVILLE ST,Central Business District,490524.4017,5457970.219
Break and Enter Commercial,2018,3,26,7,52,14XX HARO ST,West End,490453.7585,5459417.277
Break and Enter Commercial,2018,9,17,6,15,14XX HARO ST,West End,490453.7585,5459417.277
Break and Enter Commercial,2018,11,16,7,51,14XX HARWOOD ST,West End,489881.6969,5458901.487
Break and Enter Commercial,2018,3,12,3,5,14XX HARWOOD ST,West End,489894.705,5458875.728
Break and Enter Commercial,2018,6,12,22,45,14XX HARWOOD ST,West End,489910.908,5458859.676
Break and Enter Commercial,2018,3,19,2,59,14XX HOWE ST,Central Business District,490434.8113,5458025.448
Break and Enter Commercial,2018,6,6,3,13,14XX HOWE ST,Central Business District,490434.8113,5458025.448
Break and Enter Commercial,2018,6,25,21,55,14XX HOWE ST,Central Business District,490434.8113,5458025.448
Break and Enter Commercial,2018,6,18,22,49,14XX HOWE ST,Central Business District,490435.076,5458022.934
Break and Enter Commercial,2018,7,25,4,2,14XX HOWE ST,Central Business District,490435.076,5458022.934
Break and Enter Commercial,2018,9,18,4,43,14XX HOWE ST,Central Business District,490435.076,5458022.934
Break and Enter Commercial,2018,10,10,0,20,14XX HOWE ST,Central Business District,490435.076,5458022.934
Break and Enter Commercial,2018,11,18,6,7,14XX HOWE ST,Central Business District,490435.076,5458022.934
Break and Enter Commercial,2018,4,15,13,51,14XX LAMEYS MILL RD,Fairview,490007.6948,5457360.388
Break and Enter Commercial,2018,11,2,22,0,14XX PENDRELL ST,West End,490151.1443,5459101.537
Break and Enter Commercial,2018,9,20,3,8,14XX POWELL ST,Grandview-Woodland,494548.9312,5458944.433
Break and Enter Commercial,2018,8,21,0,55,14XX RICHARDS ST,Central Business District,490703.8911,5457866.94
Break and Enter Commercial,2018,9,8,6,50,14XX SW MARINE DR,Marpole,489871.5258,5450195.269
Break and Enter Commercial,2018,10,31,1,22,14XX VENABLES ST,Grandview-Woodland,494559.2529,5458226.768
Break and Enter Commercial,2018,4,17,5,40,14XX VENABLES ST,Grandview-Woodland,494574.3697,5458226.49
Break and Enter Commercial,2018,3,26,5,45,14XX VENABLES ST,Grandview-Woodland,494576.5293,5458226.451
Break and Enter Commercial,2018,1,20,19,0,14XX W 11TH AVE,Fairview,489926.431,5456563.006
Break and Enter Commercial,2018,11,14,2,0,14XX W 11TH AVE,Fairview,489936.7822,5456553.476
Break and Enter Commercial,2018,7,5,1,22,14XX W 14TH AVE,Fairview,490003.1118,5456250.145
Break and Enter Commercial,2018,12,24,7,15,14XX W 71ST AVE,Marpole,489806.4251,5450478.903
Break and Enter Commercial,2018,5,27,21,0,14XX W 73RD AVE,Marpole,489885.107,5450296.657
Break and Enter Commercial,2018,8,6,19,0,14XX W 8TH AVE,Fairview,489960.8688,5456863.63
Break and Enter Commercial,2018,1,1,17,0,14XX W BROADWAY AVE,Fairview,490008.4859,5456770.465
Break and Enter Commercial,2018,9,26,15,17,14XX W GEORGIA ST,West End,490628.8949,5459632.825
Break and Enter Commercial,2018,10,22,21,52,14XX W HASTINGS ST,Central Business District,490687.5167,5459738.812
Break and Enter Commercial,2018,9,9,18,20,14XX WILLIAM ST,Grandview-Woodland,494559.6982,5457914.112
Break and Enter Commercial,2018,9,2,18,0,15XX ALBERNI ST,West End,490481.6141,5459687.944
Break and Enter Commercial,2018,4,26,3,29,15XX ANDERSON ST,Fairview,490091.6415,5457545.724
Break and Enter Commercial,2018,1,13,0,0,15XX BARCLAY ST,West End,490266.5416,5459439.291
Break and Enter Commercial,2018,3,20,21,0,15XX CHARLES ST,Grandview-Woodland,494729.8256,5457818.366
Break and Enter Commercial,2018,11,18,7,27,15XX COMMERCIAL DR,Grandview-Woodland,494930.4929,5457623.17
Break and Enter Commercial,2018,5,7,22,0,15XX COMMERCIAL DR,Grandview-Woodland,494938.1107,5457541.072
Break and Enter Commercial,2018,3,4,5,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.1502,5457596.932
Break and Enter Commercial,2018,3,9,13,53,15XX DAVIE ST,West End,489984.0802,5459110.862
Break and Enter Commercial,2018,10,5,2,57,15XX DAVIE ST,West End,489984.0802,5459110.862
Break and Enter Commercial,2018,2,20,22,0,15XX E 2ND AVE,Grandview-Woodland,494663.712,5457337.098
Break and Enter Commercial,2018,2,12,0,0,15XX E 3RD AVE,Grandview-Woodland,494683.4735,5457226.88
Break and Enter Commercial,2018,3,25,21,0,15XX E HASTINGS ST,Grandview-Woodland,494703.9379,5458724.739
Break and Enter Commercial,2018,6,24,15,32,15XX E HASTINGS ST,Grandview-Woodland,494714.3133,5458724.539
Break and Enter Commercial,2018,5,29,3,14,15XX E KENT AVE N,Victoria-Fraserview,494548.6712,5450756.601
Break and Enter Commercial,2018,2,1,12,0,15XX E KING EDWARD AVE,Kensington-Cedar Cottage,494712.9713,5455078.216
Break and Enter Commercial,2018,3,3,10,30,15XX HARO ST,West End,490319.2247,5459538.903
Break and Enter Commercial,2018,5,29,10,45,15XX HARO ST,West End,490350.6515,5459519.8
Break and Enter Commercial,2018,1,10,19,0,15XX HARO ST,West End,490381.4337,5459475.178
Break and Enter Commercial,2018,9,8,5,6,15XX HARO ST,West End,490387.9769,5459481.565
Break and Enter Commercial,2018,7,18,16,0,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494669.402,5455133.251
Break and Enter Commercial,2018,7,12,4,5,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494743.1284,5455072.894
Break and Enter Commercial,2018,10,2,4,30,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494806.5387,5455038.919
Break and Enter Commercial,2018,4,10,9,48,15XX MARINER WALK,Fairview,489855.7575,5457511.397
Break and Enter Commercial,2018,11,16,11,30,15XX PENDRELL ST,West End,490074.3594,5459165.776
Break and Enter Commercial,2018,1,16,16,30,15XX POWELL ST,Grandview-Woodland,494622.6262,5458952.367
Break and Enter Commercial,2018,1,26,4,7,15XX QUEBEC ST,Mount Pleasant,492558.7318,5457639.434
Break and Enter Commercial,2018,2,6,4,45,15XX QUEBEC ST,Mount Pleasant,492558.7318,5457639.434
Break and Enter Commercial,2018,1,5,8,32,15XX ROBSON ST,West End,490425.44,5459587.147
Break and Enter Commercial,2018,2,24,5,24,15XX ROBSON ST,West End,490441.61,5459583.946
Break and Enter Commercial,2018,4,11,2,50,15XX ROBSON ST,West End,490451.3268,5459574.267
Break and Enter Commercial,2018,1,4,5,32,15XX ROBSON ST,West End,490461.0435,5459564.588
Break and Enter Commercial,2018,6,24,23,30,15XX ROBSON ST,West End,490461.0435,5459564.588
Break and Enter Commercial,2018,8,5,15,0,15XX VERNON DR,Strathcona,494266.7415,5457540.137
Break and Enter Commercial,2018,8,11,15,0,15XX VERNON DR,Strathcona,494266.7415,5457540.137
Break and Enter Commercial,2018,9,9,4,40,15XX W 15TH AVE,Fairview,489739.7759,5456145.539
Break and Enter Commercial,2018,2,13,5,10,15XX W 2ND AVE,Fairview,489830.8411,5457441.911
Break and Enter Commercial,2018,4,25,17,0,15XX W 35TH AVE,Shaughnessy,489744.4814,5454149.312
Break and Enter Commercial,2018,9,21,16,0,15XX W 35TH AVE,Shaughnessy,489744.4814,5454149.312
Break and Enter Commercial,2018,11,6,19,0,15XX W 4TH AVE,Fairview,489808.3515,5457245.233
Break and Enter Commercial,2018,3,4,4,17,15XX W 57TH AVE,Kerrisdale,489607.4358,5451859.979
Break and Enter Commercial,2018,10,23,18,0,15XX W 68TH AVE,Marpole,489554.2308,5450877.477
Break and Enter Commercial,2018,6,22,3,0,15XX W 6TH AVE,Fairview,489883.5391,5457061.698
Break and Enter Commercial,2018,1,8,8,0,15XX W 7TH AVE,Fairview,489803.8257,5456961.1
Break and Enter Commercial,2018,4,16,18,0,15XX W 8TH AVE,Fairview,489775.9518,5456877.656
Break and Enter Commercial,2018,5,2,4,20,15XX W BROADWAY AVE,Fairview,489837.81,5456773.663
Break and Enter Commercial,2018,7,3,21,30,15XX W BROADWAY AVE,Fairview,489844.6891,5456773.544
Break and Enter Commercial,2018,12,11,8,44,15XX W BROADWAY AVE,Fairview,489848.1286,5456773.485
Break and Enter Commercial,2018,8,29,3,48,15XX W GEORGIA ST,Central Business District,490529.3055,5459746.953
Break and Enter Commercial,2018,1,30,5,0,16XX ALBERNI ST,West End,490432.9726,5459736.414
Break and Enter Commercial,2018,11,2,12,24,16XX ALBERNI ST,West End,490432.9726,5459736.414
Break and Enter Commercial,2018,4,3,19,30,16XX ARBUTUS ST,Kitsilano,488899.6138,5457606.244
Break and Enter Commercial,2018,7,29,20,30,16XX BAYSHORE DR,Central Business District,490488.8865,5459928.258
Break and Enter Commercial,2018,1,7,0,0,16XX BURNABY ST,West End,489775.4593,5459146.324
Break and Enter Commercial,2018,2,7,10,0,16XX BURNABY ST,West End,489775.4593,5459146.324
Break and Enter Commercial,2018,3,26,0,0,16XX BURNABY ST,West End,489775.4593,5459146.324
Break and Enter Commercial,2018,4,3,4,3,16XX BURNABY ST,West End,489775.4593,5459146.324
Break and Enter Commercial,2018,4,22,22,0,16XX BURNABY ST,West End,489775.4593,5459146.324
Break and Enter Commercial,2018,6,10,1,4,16XX BURNABY ST,West End,489775.4593,5459146.324
Break and Enter Commercial,2018,3,30,12,0,16XX BURNABY ST,West End,489808.6641,5459113.911
Break and Enter Commercial,2018,6,17,23,38,16XX CLARK DR,Grandview-Woodland,494377.2761,5457518.959
